"","TreatmentTank","Location","Family","ID","Date","days.post.fert","Initial.num.indiv.HG2023","num.fry","num.hatchlings","perc.hatched.HG2023","num.remaining.HG2023"
"2311","T2","Sag","O2","O2_12",2017-07-05,20,239,0,0,0,239
"2312","T2","Sag","O2","O2_12",2017-07-06,21,239,0,0,0,235
"2313","T2","Sag","O2","O2_12",2017-07-07,22,235,0,0,0,235
"2314","T2","Sag","O2","O2_12",2017-07-08,23,235,0,0,0,222
"2315","T2","Sag","O2","O2_12",2017-07-09,24,222,0,0,0,218
"2316","T2","Sag","O2","O2_12",2017-07-10,25,218,192,0,88.0733944954129,211
"2317","T2","Sag","O2","O2_12",2017-07-11,26,211,153,0,72.5118483412322,197
"2318","T2","Sag","O2","O2_12",2017-07-12,27,197,173,0,87.8172588832487,192
"2319","T2","Sag","O2","O2_12",2017-07-13,28,192,172,0,89.5833333333333,191
"2320","T2","Sag","O2","O2_12",2017-07-14,29,191,0,0,0,186
"2321","T2","Sag","O2","O2_12",2017-07-15,30,186,0,0,0,186
"2322","T2","Sag","O2","O2_12",2017-07-16,31,186,0,0,0,186
"2323","T2","Sag","O2","O2_12",2017-07-17,32,186,0,0,0,182
"2324","T2","Sag","O2","O2_12",2017-07-18,33,182,0,0,0,179
"2325","T2","Sag","O2","O2_12",2017-07-19,34,179,0,0,0,170
"2326","T2","Sag","O2","O2_12",2017-07-20,35,170,0,0,0,166
"2327","T2","Sag","O2","O2_12",2017-07-21,36,166,0,0,0,161
"2328","T2","Sag","O2","O2_12",2017-07-22,37,161,0,0,0,158
"2329","T2","Sag","O2","O2_12",2017-07-23,38,158,0,0,0,157
"2330","T2","Sag","O2","O2_12",2017-07-24,39,157,0,0,0,156
"2331","T2","Sag","O2","O2_12",2017-07-25,40,156,0,0,0,156
"2343","T3","Sag","O2","O2_16",2017-06-15,0,350,0,0,0,350
"2344","T3","Sag","O2","O2_16",2017-06-16,1,350,0,0,0,350
"2345","T3","Sag","O2","O2_16",2017-06-17,2,350,0,0,0,336
"2346","T3","Sag","O2","O2_16",2017-06-18,3,336,0,0,0,323
"2347","T3","Sag","O2","O2_16",2017-06-19,4,323,0,0,0,314
"2352","T3","Sag","O2","O2_16",2017-06-25,10,286,162,88,56.6433566433566,249
"2353","T3","Sag","O2","O2_16",2017-06-26,11,249,51,22,20.4819277108434,238
"2354","T3","Sag","O2","O2_16",2017-06-27,12,238,142,0,59.6638655462185,235
"2355","T3","Sag","O2","O2_16",2017-06-28,13,235,158,11,67.2340425531915,225
"2356","T3","Sag","O2","O2_16",2017-06-29,14,225,129,1,57.3333333333333,225
"2357","T3","Sag","O2","O2_16",2017-06-30,15,225,137,0,60.8888888888889,222
"2358","T3","Sag","O2","O2_16",2017-07-01,16,222,133,0,59.9099099099099,220
"2359","T3","Sag","O2","O2_16",2017-07-02,17,220,204,0,92.7272727272727,215
"2360","T3","Sag","O2","O2_16",2017-07-03,18,215,189,0,87.9069767441861,200
"2361","T3","Sag","O2","O2_16",2017-07-04,19,200,183,0,91.5,194
"2362","T3","Sag","O2","O2_16",2017-07-05,20,194,0,0,0,191
"2363","T3","Sag","O2","O2_16",2017-07-06,21,191,0,0,0,185
"2364","T3","Sag","O2","O2_16",2017-07-07,22,185,0,0,0,173
"2365","T3","Sag","O2","O2_16",2017-07-08,23,173,0,0,0,164
"2366","T3","Sag","O2","O2_16",2017-07-09,24,164,0,0,0,154
"2367","T3","Sag","O2","O2_16",2017-07-10,25,154,0,0,0,139
"2368","T3","Sag","O2","O2_16",2017-07-11,26,139,58,0,41.726618705036,137
"2369","T3","Sag","O2","O2_16",2017-07-12,27,137,96,0,70.0729927007299,119
"2370","T3","Sag","O2","O2_16",2017-07-13,28,119,92,0,77.3109243697479,115
"2371","T3","Sag","O2","O2_16",2017-07-14,29,115,41,0,35.6521739130435,115
"2372","T3","Sag","O2","O2_16",2017-07-15,30,115,0,0,0,115
"2373","T3","Sag","O2","O2_16",2017-07-16,31,115,0,0,0,113
"2374","T3","Sag","O2","O2_16",2017-07-17,32,113,0,0,0,112
"2375","T3","Sag","O2","O2_16",2017-07-18,33,112,0,0,0,111
"2376","T3","Sag","O2","O2_16",2017-07-19,34,111,0,0,0,103
"2377","T3","Sag","O2","O2_16",2017-07-20,35,103,0,0,0,102
"2378","T3","Sag","O2","O2_16",2017-07-21,36,102,0,0,0,99
"2379","T3","Sag","O2","O2_16",2017-07-22,37,99,0,0,0,94
"2380","T3","Sag","O2","O2_16",2017-07-23,38,94,10,0,10.6382978723404,93
"2381","T3","Sag","O2","O2_16",2017-07-24,39,93,0,0,0,93
"2382","T3","Sag","O2","O2_16",2017-07-25,40,93,0,0,0,91
"2394","T1","Sag","O4","O4_08",2017-06-15,0,350,0,0,0,350
"2395","T1","Sag","O4","O4_08",2017-06-16,1,350,0,0,0,349
"2396","T1","Sag","O4","O4_08",2017-06-17,2,349,0,0,0,349
"2397","T1","Sag","O4","O4_08",2017-06-18,3,349,0,0,0,347
"2398","T1","Sag","O4","O4_08",2017-06-19,4,347,0,0,0,320
"2403","T1","Sag","O4","O4_08",2017-06-25,10,251,0,0,0,243
"2404","T1","Sag","O4","O4_08",2017-06-26,11,243,0,0,0,239
"2405","T1","Sag","O4","O4_08",2017-06-27,12,239,0,0,0,237
"2406","T1","Sag","O4","O4_08",2017-06-28,13,237,0,0,0,235
"2407","T1","Sag","O4","O4_08",2017-06-29,14,235,0,0,0,232
"2408","T1","Sag","O4","O4_08",2017-06-30,15,232,0,0,0,232
"2409","T1","Sag","O4","O4_08",2017-07-01,16,232,0,0,0,225
"2410","T1","Sag","O4","O4_08",2017-07-02,17,225,0,0,0,211
"2411","T1","Sag","O4","O4_08",2017-07-03,18,211,0,0,0,207
"2412","T1","Sag","O4","O4_08",2017-07-04,19,207,0,0,0,204
"2413","T1","Sag","O4","O4_08",2017-07-05,20,204,0,0,0,193
"2414","T1","Sag","O4","O4_08",2017-07-06,21,193,1,1,0.518134715025907,178
"2415","T1","Sag","O4","O4_08",2017-07-07,22,178,8,8,4.49438202247191,159
"2416","T1","Sag","O4","O4_08",2017-07-08,23,159,77,77,48.4276729559748,147
"2417","T1","Sag","O4","O4_08",2017-07-09,24,147,71,71,48.2993197278912,142
"2418","T1","Sag","O4","O4_08",2017-07-10,25,142,66,66,46.4788732394366,137
"2419","T1","Sag","O4","O4_08",2017-07-11,26,137,0,0,0,137
"2421","T1","Sag","O4","O4_08",2017-07-13,28,135,0,0,0,132
"2422","T1","Sag","O4","O4_08",2017-07-14,29,132,100,0,75.7575757575758,130
"2423","T1","Sag","O4","O4_08",2017-07-15,30,130,0,0,0,130
"2424","T1","Sag","O4","O4_08",2017-07-16,31,130,0,0,0,129
"2425","T1","Sag","O4","O4_08",2017-07-17,32,129,0,0,0,129
"2426","T1","Sag","O4","O4_08",2017-07-18,33,129,0,0,0,129
"2427","T1","Sag","O4","O4_08",2017-07-19,34,129,0,0,0,115
"2428","T1","Sag","O4","O4_08",2017-07-20,35,115,0,0,0,115
"2429","T1","Sag","O4","O4_08",2017-07-21,36,115,0,0,0,115
"2430","T1","Sag","O4","O4_08",2017-07-22,37,115,0,0,0,114
"2431","T1","Sag","O4","O4_08",2017-07-23,38,114,0,0,0,109
"2432","T1","Sag","O4","O4_08",2017-07-24,39,109,0,0,0,109
"2433","T1","Sag","O4","O4_08",2017-07-25,40,109,0,0,0,109
"2445","T2","Sag","O4","O4_12",2017-06-15,0,350,0,0,0,350
"2446","T2","Sag","O4","O4_12",2017-06-16,1,350,0,0,0,350
"2447","T2","Sag","O4","O4_12",2017-06-17,2,350,0,0,0,347
"2448","T2","Sag","O4","O4_12",2017-06-18,3,347,0,0,0,286
"2449","T2","Sag","O4","O4_12",2017-06-19,4,286,0,0,0,277
"2454","T2","Sag","O4","O4_12",2017-06-25,10,259,0,0,0,254
"2455","T2","Sag","O4","O4_12",2017-06-26,11,254,0,0,0,205
"2456","T2","Sag","O4","O4_12",2017-06-27,12,205,0,0,0,180
"2457","T2","Sag","O4","O4_12",2017-06-28,13,180,67,67,37.2222222222222,168
"2458","T2","Sag","O4","O4_12",2017-06-29,14,168,125,125,74.4047619047619,143
"2459","T2","Sag","O4","O4_12",2017-06-30,15,143,108,10,75.5244755244755,127
"2460","T2","Sag","O4","O4_12",2017-07-01,16,127,110,23,86.6141732283465,125
"2461","T2","Sag","O4","O4_12",2017-07-02,17,125,114,0,91.2,125
"2462","T2","Sag","O4","O4_12",2017-07-03,18,125,101,5,80.8,118
"2463","T2","Sag","O4","O4_12",2017-07-04,19,118,93,0,78.8135593220339,104
"2464","T2","Sag","O4","O4_12",2017-07-06,21,104,0,0,0,103
"2465","T2","Sag","O4","O4_12",2017-07-07,22,103,0,0,0,103
"2466","T2","Sag","O4","O4_12",2017-07-08,23,103,0,0,0,87
"2467","T2","Sag","O4","O4_12",2017-07-09,24,87,0,0,0,84
"2468","T2","Sag","O4","O4_12",2017-07-10,25,84,69,0,82.1428571428571,80
"2469","T2","Sag","O4","O4_12",2017-07-11,26,80,61,0,76.25,75
"2470","T2","Sag","O4","O4_12",2017-07-12,27,75,64,0,85.3333333333333,75
"2471","T2","Sag","O4","O4_12",2017-07-13,28,75,64,0,85.3333333333333,75
"2472","T2","Sag","O4","O4_12",2017-07-14,29,75,0,0,0,70
"2473","T2","Sag","O4","O4_12",2017-07-15,30,70,0,0,0,68
"2474","T2","Sag","O4","O4_12",2017-07-16,31,68,0,0,0,67
"2475","T2","Sag","O4","O4_12",2017-07-17,32,67,0,0,0,63
"2476","T2","Sag","O4","O4_12",2017-07-18,33,63,0,0,0,57
"2477","T2","Sag","O4","O4_12",2017-07-19,34,57,0,0,0,52
"2478","T2","Sag","O4","O4_12",2017-07-20,35,52,0,0,0,50
"2479","T2","Sag","O4","O4_12",2017-07-21,36,50,0,0,0,45
"2480","T2","Sag","O4","O4_12",2017-07-22,37,45,0,0,0,40
"2481","T2","Sag","O4","O4_12",2017-07-23,38,40,0,0,0,38
"2482","T2","Sag","O4","O4_12",2017-07-24,39,38,0,0,0,36
"2483","T2","Sag","O4","O4_12",2017-07-25,40,36,0,0,0,34
"2495","T3","Sag","O4","O4_16",2017-06-15,0,350,0,0,0,350
"2496","T3","Sag","O4","O4_16",2017-06-16,1,350,0,0,0,347
"2497","T3","Sag","O4","O4_16",2017-06-17,2,347,0,0,0,285
"2498","T3","Sag","O4","O4_16",2017-06-18,3,285,0,0,0,226
"2499","T3","Sag","O4","O4_16",2017-06-19,4,226,0,0,0,200
"2504","T3","Sag","O4","O4_16",2017-06-25,10,149,0,0,0,16
"2505","T1","Sag","O5","O5_08",2017-06-15,0,97,0,0,0,97
"2506","T1","Sag","O5","O5_08",2017-06-17,2,97,0,0,0,96
"2507","T1","Sag","O5","O5_08",2017-06-18,3,96,0,0,0,96
"2508","T1","Sag","O5","O5_08",2017-06-19,4,96,0,0,0,96
"2513","T1","Sag","O5","O5_08",2017-06-25,10,96,0,0,0,93
"2514","T1","Sag","O5","O5_08",2017-06-26,11,93,0,0,0,92
"2515","T1","Sag","O5","O5_08",2017-06-27,12,92,0,0,0,89
"2516","T1","Sag","O5","O5_08",2017-06-28,13,89,0,0,0,84
"2517","T1","Sag","O5","O5_08",2017-06-29,14,84,0,0,0,76
"2518","T1","Sag","O5","O5_08",2017-06-30,15,76,0,0,0,76
"2519","T1","Sag","O5","O5_08",2017-07-01,16,76,0,0,0,67
"2520","T1","Sag","O5","O5_08",2017-07-02,17,67,0,0,0,38
"2521","T1","Sag","O5","O5_08",2017-07-03,18,38,0,0,0,33
"2522","T1","Sag","O5","O5_08",2017-07-04,19,33,0,0,0,29
"2523","T1","Sag","O5","O5_08",2017-07-05,20,29,0,0,0,28
"2524","T1","Sag","O5","O5_08",2017-07-06,21,28,0,0,0,27
"2525","T1","Sag","O5","O5_08",2017-07-07,22,27,0,0,0,26
"2526","T1","Sag","O5","O5_08",2017-07-08,23,26,0,0,0,26
"2527","T1","Sag","O5","O5_08",2017-07-09,24,26,1,1,3.84615384615385,26
"2528","T1","Sag","O5","O5_08",2017-07-10,25,26,0,0,0,26
"2529","T1","Sag","O5","O5_08",2017-07-11,26,26,0,0,0,26
"2531","T1","Sag","O5","O5_08",2017-07-13,28,26,0,0,0,26
"2532","T1","Sag","O5","O5_08",2017-07-14,29,26,18,0,69.2307692307692,26
"2533","T1","Sag","O5","O5_08",2017-07-15,30,26,0,0,0,26
"2534","T1","Sag","O5","O5_08",2017-07-16,31,26,0,0,0,26
"2535","T1","Sag","O5","O5_08",2017-07-17,32,26,0,0,0,26
"2536","T1","Sag","O5","O5_08",2017-07-18,33,26,0,0,0,26
"2537","T1","Sag","O5","O5_08",2017-07-19,34,26,0,0,0,26
"2538","T1","Sag","O5","O5_08",2017-07-20,35,26,0,0,0,26
"2539","T1","Sag","O5","O5_08",2017-07-21,36,26,0,0,0,26
"2540","T1","Sag","O5","O5_08",2017-07-22,37,26,0,0,0,25
"2541","T1","Sag","O5","O5_08",2017-07-23,38,25,0,0,0,25
"2542","T1","Sag","O5","O5_08",2017-07-24,39,25,0,0,0,25
"2543","T1","Sag","O5","O5_08",2017-07-25,40,25,0,0,0,25
"2555","T2","Sag","O5","O5_12",2017-06-15,0,74,0,0,0,74
"2556","T2","Sag","O5","O5_12",2017-06-16,1,74,0,0,0,71
"2557","T2","Sag","O5","O5_12",2017-06-17,2,71,0,0,0,70
"2558","T2","Sag","O5","O5_12",2017-06-18,3,70,0,0,0,70
"2559","T2","Sag","O5","O5_12",2017-06-19,4,70,0,0,0,70
"2564","T2","Sag","O5","O5_12",2017-06-25,10,68,0,0,0,67
"2565","T2","Sag","O5","O5_12",2017-06-26,11,67,0,0,0,65
"2566","T2","Sag","O5","O5_12",2017-06-27,12,65,0,0,0,61
"2567","T2","Sag","O5","O5_12",2017-06-28,13,61,8,8,13.1147540983607,11
"2568","T2","Sag","O5","O5_12",2017-06-29,14,11,10,10,90.9090909090909,11
"2569","T2","Sag","O5","O5_12",2017-06-30,15,11,7,6,63.6363636363636,10
"2570","T2","Sag","O5","O5_12",2017-07-01,16,10,3,0,30,10
"2571","T2","Sag","O5","O5_12",2017-07-02,17,10,3,0,30,10
"2572","T2","Sag","O5","O5_12",2017-07-03,18,10,0,0,0,10
"2573","T2","Sag","O5","O5_12",2017-07-04,19,10,-2,0,-20,10
"2574","T2","Sag","O5","O5_12",2017-07-05,20,10,0,0,0,10
"2575","T2","Sag","O5","O5_12",2017-07-06,21,10,0,0,0,10
"2576","T2","Sag","O5","O5_12",2017-07-07,22,10,0,0,0,10
"2577","T2","Sag","O5","O5_12",2017-07-08,23,10,0,0,0,10
"2578","T2","Sag","O5","O5_12",2017-07-09,24,10,6,6,60,10
"2579","T2","Sag","O5","O5_12",2017-07-10,25,10,-2,0,-20,10
"2580","T2","Sag","O5","O5_12",2017-07-11,26,10,5,0,50,10
"2581","T2","Sag","O5","O5_12",2017-07-12,27,10,-2,0,-20,10
"2582","T2","Sag","O5","O5_12",2017-07-13,28,10,-2,0,-20,10
"2583","T2","Sag","O5","O5_12",2017-07-14,29,10,0,0,0,10
"2584","T2","Sag","O5","O5_12",2017-07-15,30,10,0,0,0,10
"2585","T2","Sag","O5","O5_12",2017-07-16,31,10,0,0,0,10
"2586","T2","Sag","O5","O5_12",2017-07-17,32,10,0,0,0,10
"2587","T2","Sag","O5","O5_12",2017-07-18,33,10,0,0,0,10
"2588","T2","Sag","O5","O5_12",2017-07-19,34,10,0,0,0,9
"2589","T2","Sag","O5","O5_12",2017-07-20,35,9,0,0,0,9
"2590","T2","Sag","O5","O5_12",2017-07-21,36,9,0,0,0,9
"2591","T2","Sag","O5","O5_12",2017-07-22,37,9,0,0,0,9
"2592","T2","Sag","O5","O5_12",2017-07-23,38,9,0,0,0,9
"2593","T2","Sag","O5","O5_12",2017-07-24,39,9,0,0,0,9
"2594","T2","Sag","O5","O5_12",2017-07-25,40,9,0,0,0,9
"2606","T1","Sag","O6","O6_08",2017-06-15,0,254,0,0,0,254
"2607","T1","Sag","O6","O6_08",2017-06-17,2,254,0,0,0,254
"2608","T1","Sag","O6","O6_08",2017-06-18,3,254,0,0,0,254
"2609","T1","Sag","O6","O6_08",2017-06-19,4,254,0,0,0,252
"2614","T1","Sag","O6","O6_08",2017-06-25,10,250,0,0,0,250
"2615","T1","Sag","O6","O6_08",2017-06-26,11,250,0,0,0,249
"2616","T1","Sag","O6","O6_08",2017-06-27,12,249,0,0,0,249
"2617","T1","Sag","O6","O6_08",2017-06-28,13,249,0,0,0,249
"2618","T1","Sag","O6","O6_08",2017-06-29,14,249,0,0,0,249
"2619","T1","Sag","O6","O6_08",2017-06-30,15,249,0,0,0,249
"2620","T1","Sag","O6","O6_08",2017-07-01,16,249,0,0,0,236
"2621","T1","Sag","O6","O6_08",2017-07-02,17,236,0,0,0,83
"2622","T1","Sag","O6","O6_08",2017-07-03,18,83,0,0,0,79
"2623","T1","Sag","O6","O6_08",2017-07-04,19,79,0,0,0,77
"2624","T1","Sag","O6","O6_08",2017-07-05,20,77,0,0,0,77
"2625","T1","Sag","O6","O6_08",2017-07-06,21,77,0,0,0,77
"2626","T1","Sag","O6","O6_08",2017-07-07,22,77,0,0,0,77
"2627","T1","Sag","O6","O6_08",2017-07-08,23,77,2,2,2.5974025974026,75
"2628","T1","Sag","O6","O6_08",2017-07-09,24,75,0,0,0,75
"2629","T1","Sag","O6","O6_08",2017-07-10,25,75,0,0,0,75
"2630","T1","Sag","O6","O6_08",2017-07-11,26,75,0,0,0,75
"2632","T1","Sag","O6","O6_08",2017-07-13,28,75,0,0,0,75
"2633","T1","Sag","O6","O6_08",2017-07-14,29,75,38,0,50.6666666666667,73
"2634","T1","Sag","O6","O6_08",2017-07-15,30,73,0,0,0,73
"2635","T1","Sag","O6","O6_08",2017-07-16,31,73,0,0,0,73
"2636","T1","Sag","O6","O6_08",2017-07-17,32,73,0,0,0,73
"2637","T1","Sag","O6","O6_08",2017-07-18,33,73,0,0,0,73
"2638","T1","Sag","O6","O6_08",2017-07-19,34,73,0,0,0,62
"2639","T1","Sag","O6","O6_08",2017-07-20,35,62,0,0,0,62
"2640","T1","Sag","O6","O6_08",2017-07-21,36,62,0,0,0,62
"2641","T1","Sag","O6","O6_08",2017-07-22,37,62,0,0,0,61
"2642","T1","Sag","O6","O6_08",2017-07-23,38,61,0,0,0,51
"2643","T1","Sag","O6","O6_08",2017-07-24,39,51,0,0,0,33
"2644","T1","Sag","O6","O6_08",2017-07-25,40,33,0,0,0,32
"2656","T2","Sag","O6","O6_12",2017-06-15,0,327,0,0,0,327
"2657","T2","Sag","O6","O6_12",2017-06-16,1,327,0,0,0,327
"2658","T2","Sag","O6","O6_12",2017-06-17,2,327,0,0,0,327
"2659","T2","Sag","O6","O6_12",2017-06-18,3,327,0,0,0,327
"2660","T2","Sag","O6","O6_12",2017-06-19,4,327,0,0,0,327
"2665","T2","Sag","O6","O6_12",2017-06-25,10,327,0,0,0,326
"2666","T2","Sag","O6","O6_12",2017-06-26,11,326,0,0,0,324
"2667","T2","Sag","O6","O6_12",2017-06-27,12,324,1,1,0.308641975308642,318
"2668","T2","Sag","O6","O6_12",2017-06-28,13,318,22,22,6.91823899371069,147
"2669","T2","Sag","O6","O6_12",2017-06-29,14,147,102,93,69.3877551020408,146
"2670","T2","Sag","O6","O6_12",2017-06-30,15,146,107,72,73.2876712328767,133
"2671","T2","Sag","O6","O6_12",2017-07-01,16,133,101,16,75.9398496240601,131
"2672","T2","Sag","O6","O6_12",2017-07-02,17,131,116,0,88.5496183206107,131
"2673","T2","Sag","O6","O6_12",2017-07-03,18,131,114,0,87.0229007633588,129
"2674","T2","Sag","O6","O6_12",2017-07-04,19,129,105,0,81.3953488372093,120
"2675","T2","Sag","O6","O6_12",2017-07-05,20,120,0,0,0,120
"2676","T2","Sag","O6","O6_12",2017-07-06,21,120,0,0,0,119
"2677","T2","Sag","O6","O6_12",2017-07-07,22,119,0,0,0,118
"2678","T2","Sag","O6","O6_12",2017-07-08,23,118,0,0,0,108
"2679","T2","Sag","O6","O6_12",2017-07-09,24,108,0,0,0,108
"2680","T2","Sag","O6","O6_12",2017-07-10,25,108,93,0,86.1111111111111,108
"2681","T2","Sag","O6","O6_12",2017-07-11,26,108,80,0,74.0740740740741,107
"2682","T2","Sag","O6","O6_12",2017-07-12,27,107,92,0,85.981308411215,107
"2683","T2","Sag","O6","O6_12",2017-07-13,28,107,91,0,85.0467289719626,106
"2684","T2","Sag","O6","O6_12",2017-07-14,29,106,0,0,0,106
"2685","T2","Sag","O6","O6_12",2017-07-15,30,106,0,0,0,106
"2686","T2","Sag","O6","O6_12",2017-07-16,31,106,0,0,0,106
"2687","T2","Sag","O6","O6_12",2017-07-17,32,106,0,0,0,106
"2688","T2","Sag","O6","O6_12",2017-07-18,33,106,0,0,0,104
"2689","T2","Sag","O6","O6_12",2017-07-19,34,104,0,0,0,94
"2690","T2","Sag","O6","O6_12",2017-07-20,35,94,0,0,0,92
"2691","T2","Sag","O6","O6_12",2017-07-21,36,92,0,0,0,91
"2692","T2","Sag","O6","O6_12",2017-07-22,37,91,0,0,0,91
"2693","T2","Sag","O6","O6_12",2017-07-23,38,91,0,0,0,85
"2694","T2","Sag","O6","O6_12",2017-07-24,39,85,0,0,0,85
"2695","T2","Sag","O6","O6_12",2017-07-25,40,85,0,0,0,85
"2707","T3","Sag","O6","O6_16",2017-06-15,0,290,0,0,0,290
"2708","T3","Sag","O6","O6_16",2017-06-16,1,290,0,0,0,290
"2709","T3","Sag","O6","O6_16",2017-06-17,2,290,0,0,0,290
"2710","T3","Sag","O6","O6_16",2017-06-18,3,290,0,0,0,287
"2711","T3","Sag","O6","O6_16",2017-06-19,4,287,0,0,0,270
"2716","T3","Sag","O6","O6_16",2017-06-25,10,118,84,62,71.1864406779661,106
"2717","T3","Sag","O6","O6_16",2017-06-26,11,106,88,0,83.0188679245283,100
"2718","T3","Sag","O6","O6_16",2017-06-27,12,100,85,0,85,100
"2719","T3","Sag","O6","O6_16",2017-06-28,13,100,89,0,89,90
"2720","T3","Sag","O6","O6_16",2017-06-29,14,90,93,0,103.333333333333,90
"2721","T3","Sag","O6","O6_16",2017-06-30,15,90,83,0,92.2222222222222,90
"2722","T3","Sag","O6","O6_16",2017-07-01,16,90,87,0,96.6666666666667,90
"2723","T3","Sag","O6","O6_16",2017-07-02,17,90,85,0,94.4444444444444,90
"2724","T3","Sag","O6","O6_16",2017-07-03,18,90,82,0,91.1111111111111,87
"2725","T3","Sag","O6","O6_16",2017-07-04,19,87,77,0,88.5057471264368,82
"2726","T3","Sag","O6","O6_16",2017-07-05,20,82,0,0,0,81
"2727","T3","Sag","O6","O6_16",2017-07-06,21,81,0,0,0,78
"2728","T3","Sag","O6","O6_16",2017-07-08,23,78,0,0,0,68
"2729","T3","Sag","O6","O6_16",2017-07-09,24,68,0,0,0,65
"2730","T3","Sag","O6","O6_16",2017-07-10,25,65,56,0,86.1538461538462,61
"2731","T3","Sag","O6","O6_16",2017-07-11,26,61,49,0,80.327868852459,55
"2732","T3","Sag","O6","O6_16",2017-07-12,27,55,46,0,83.6363636363636,51
"2733","T3","Sag","O6","O6_16",2017-07-13,28,51,42,0,82.3529411764706,47
"2734","T3","Sag","O6","O6_16",2017-07-14,29,47,5,0,10.6382978723404,46
"2735","T3","Sag","O6","O6_16",2017-07-15,30,46,0,0,0,38
"2736","T3","Sag","O6","O6_16",2017-07-16,31,38,0,0,0,34
"2737","T3","Sag","O6","O6_16",2017-07-17,32,34,0,0,0,26
"2738","T3","Sag","O6","O6_16",2017-07-18,33,26,0,0,0,25
"2739","T3","Sag","O6","O6_16",2017-07-19,34,25,0,0,0,21
"2740","T3","Sag","O6","O6_16",2017-07-20,35,21,0,0,0,21
"2741","T3","Sag","O6","O6_16",2017-07-21,36,21,0,0,0,18
"2742","T3","Sag","O6","O6_16",2017-07-22,37,18,0,0,0,16
"2743","T3","Sag","O6","O6_16",2017-07-23,38,16,6,0,37.5,14
"2744","T3","Sag","O6","O6_16",2017-07-24,39,14,0,0,0,14
"2745","T3","Sag","O6","O6_16",2017-07-25,40,14,0,0,0,14
