"","TreatmentTank","Location","Family","ID","Date","days.post.fert","Initial.num.indiv.HG2023","num.fry","num.hatchlings","perc.hatched.HG2023","num.remaining.HG2023"
"550","T1","Kup","K05","K05_08",2017-06-23,10,338,0,0,0,337
"551","T1","Kup","K05","K05_08",2017-06-25,12,337,0,0,0,332
"552","T1","Kup","K05","K05_08",2017-06-26,13,332,0,0,0,328
"553","T1","Kup","K05","K05_08",2017-06-27,14,328,0,0,0,325
"554","T1","Kup","K05","K05_08",2017-06-28,15,325,0,0,0,324
"555","T1","Kup","K05","K05_08",2017-06-29,16,324,0,0,0,323
"556","T1","Kup","K05","K05_08",2017-06-30,17,323,0,0,0,323
"557","T1","Kup","K05","K05_08",2017-07-01,18,323,0,0,0,321
"558","T1","Kup","K05","K05_08",2017-07-02,19,321,1,1,0.311526479750779,304
"559","T1","Kup","K05","K05_08",2017-07-03,20,304,4,4,1.31578947368421,271
"560","T1","Kup","K05","K05_08",2017-07-04,21,271,0,0,0,257
"561","T1","Kup","K05","K05_08",2017-07-05,22,257,0,0,0,257
"562","T1","Kup","K05","K05_08",2017-07-06,23,257,2,2,0.778210116731518,249
"563","T1","Kup","K05","K05_08",2017-07-07,24,249,93,93,37.3493975903614,233
"564","T1","Kup","K05","K05_08",2017-07-08,25,233,91,91,39.0557939914163,226
"565","T1","Kup","K05","K05_08",2017-07-09,26,226,91,91,40.2654867256637,226
"568","T1","Kup","K05","K05_08",2017-07-12,29,215,0,0,0,213
"569","T1","Kup","K05","K05_08",2017-07-13,30,213,0,0,0,201
"570","T1","Kup","K05","K05_08",2017-07-14,31,201,170,0,84.5771144278607,201
"571","T1","Kup","K05","K05_08",2017-07-15,32,201,0,0,0,199
"572","T1","Kup","K05","K05_08",2017-07-16,33,199,0,0,0,199
"573","T1","Kup","K05","K05_08",2017-07-17,34,199,0,0,0,199
"574","T1","Kup","K05","K05_08",2017-07-18,35,199,0,0,0,187
"575","T1","Kup","K05","K05_08",2017-07-19,36,187,0,0,0,187
"576","T1","Kup","K05","K05_08",2017-07-20,37,187,0,0,0,185
"577","T1","Kup","K05","K05_08",2017-07-21,38,185,0,0,0,185
"578","T1","Kup","K05","K05_08",2017-07-22,39,185,0,0,0,185
"579","T1","Kup","K05","K05_08",2017-07-23,40,185,0,0,0,170
"593","T2","Kup","K05","K05_12",2017-06-13,0,350,0,0,0,350
"594","T2","Kup","K05","K05_12",2017-06-14,1,350,0,0,0,335
"595","T2","Kup","K05","K05_12",2017-06-15,2,335,0,0,0,334
"596","T2","Kup","K05","K05_12",2017-06-16,3,334,0,0,0,333
"597","T2","Kup","K05","K05_12",2017-06-17,4,333,0,0,0,323
"603","T2","Kup","K05","K05_12",2017-06-23,10,311,0,0,0,311
"604","T2","Kup","K05","K05_12",2017-06-25,12,311,16,16,5.14469453376206,279
"605","T2","Kup","K05","K05_12",2017-06-26,13,279,24,24,8.60215053763441,231
"606","T2","Kup","K05","K05_12",2017-06-27,14,231,124,124,53.6796536796537,229
"607","T2","Kup","K05","K05_12",2017-06-28,15,229,171,84,74.6724890829694,215
"608","T2","Kup","K05","K05_12",2017-06-29,16,215,176,4,81.8604651162791,213
"609","T2","Kup","K05","K05_12",2017-06-30,17,213,161,7,75.5868544600939,212
"610","T2","Kup","K05","K05_12",2017-07-01,18,212,159,30,75,211
"611","T2","Kup","K05","K05_12",2017-07-02,19,211,196,0,92.8909952606635,211
"612","T2","Kup","K05","K05_12",2017-07-03,20,211,160,3,75.8293838862559,200
"613","T2","Kup","K05","K05_12",2017-07-04,21,200,182,0,91,197
"614","T2","Kup","K05","K05_12",2017-07-05,22,197,0,0,0,197
"615","T2","Kup","K05","K05_12",2017-07-06,23,197,0,0,0,197
"616","T2","Kup","K05","K05_12",2017-07-07,24,197,0,0,0,196
"617","T2","Kup","K05","K05_12",2017-07-08,25,196,0,0,0,181
"618","T2","Kup","K05","K05_12",2017-07-09,26,181,0,0,0,174
"619","T2","Kup","K05","K05_12",2017-07-10,27,174,151,0,86.7816091954023,166
"620","T2","Kup","K05","K05_12",2017-07-11,28,166,114,0,68.6746987951807,157
"621","T2","Kup","K05","K05_12",2017-07-12,29,157,130,0,82.8025477707006,145
"622","T2","Kup","K05","K05_12",2017-07-13,30,145,129,0,88.9655172413793,144
"623","T2","Kup","K05","K05_12",2017-07-14,31,144,0,0,0,144
"624","T2","Kup","K05","K05_12",2017-07-15,32,144,0,0,0,144
"625","T2","Kup","K05","K05_12",2017-07-16,33,144,0,0,0,144
"626","T2","Kup","K05","K05_12",2017-07-17,34,144,0,0,0,144
"627","T2","Kup","K05","K05_12",2017-07-18,35,144,0,0,0,139
"628","T2","Kup","K05","K05_12",2017-07-19,36,139,0,0,0,139
"629","T2","Kup","K05","K05_12",2017-07-20,37,139,0,0,0,139
"630","T2","Kup","K05","K05_12",2017-07-21,38,139,0,0,0,138
"631","T2","Kup","K05","K05_12",2017-07-22,39,138,0,0,0,136
"632","T2","Kup","K05","K05_12",2017-07-23,40,136,0,0,0,129
"646","T3","Kup","K05","K05_16",2017-06-13,0,350,0,0,0,350
"647","T3","Kup","K05","K05_16",2017-06-14,1,350,0,0,0,341
"648","T3","Kup","K05","K05_16",2017-06-15,2,341,0,0,0,336
"649","T3","Kup","K05","K05_16",2017-06-16,3,336,0,0,0,335
"650","T3","Kup","K05","K05_16",2017-06-17,4,335,0,0,0,332
"656","T3","Kup","K05","K05_16",2017-06-23,10,263,61,58,23.1939163498099,260
"657","T3","Kup","K05","K05_16",2017-06-25,12,260,57,32,21.9230769230769,241
"658","T3","Kup","K05","K05_16",2017-06-26,13,241,42,1,17.4273858921162,241
"659","T3","Kup","K05","K05_16",2017-06-27,14,241,41,5,17.0124481327801,241
"660","T3","Kup","K05","K05_16",2017-06-28,15,241,45,1,18.6721991701245,241
"661","T3","Kup","K05","K05_16",2017-06-29,16,241,44,1,18.2572614107884,240
"662","T3","Kup","K05","K05_16",2017-06-30,17,240,33,0,13.75,239
"663","T3","Kup","K05","K05_16",2017-07-01,18,239,33,0,13.8075313807531,238
"664","T3","Kup","K05","K05_16",2017-07-02,19,238,224,0,94.1176470588235,238
"665","T3","Kup","K05","K05_16",2017-07-03,20,238,224,0,94.1176470588235,238
"666","T3","Kup","K05","K05_16",2017-07-04,21,238,224,0,94.1176470588235,238
"667","T3","Kup","K05","K05_16",2017-07-05,22,238,0,0,0,236
"668","T3","Kup","K05","K05_16",2017-07-06,23,236,0,0,0,229
"669","T3","Kup","K05","K05_16",2017-07-07,24,229,0,0,0,228
"670","T3","Kup","K05","K05_16",2017-07-08,25,228,0,0,0,225
"671","T3","Kup","K05","K05_16",2017-07-09,26,225,0,0,0,224
"673","T3","Kup","K05","K05_16",2017-07-11,28,223,16,0,7.17488789237668,222
"674","T3","Kup","K05","K05_16",2017-07-12,29,222,207,0,93.2432432432432,221
"675","T3","Kup","K05","K05_16",2017-07-13,30,221,205,0,92.7601809954751,219
"676","T3","Kup","K05","K05_16",2017-07-14,31,219,204,0,93.1506849315068,218
"677","T3","Kup","K05","K05_16",2017-07-15,32,218,0,0,0,218
"678","T3","Kup","K05","K05_16",2017-07-16,33,218,0,0,0,218
"679","T3","Kup","K05","K05_16",2017-07-17,34,218,0,0,0,218
"680","T3","Kup","K05","K05_16",2017-07-18,35,218,0,0,0,218
"681","T3","Kup","K05","K05_16",2017-07-19,36,218,0,0,0,217
"682","T3","Kup","K05","K05_16",2017-07-20,37,217,0,0,0,217
"683","T3","Kup","K05","K05_16",2017-07-21,38,217,0,0,0,216
"684","T3","Kup","K05","K05_16",2017-07-22,39,216,0,0,0,215
"685","T3","Kup","K05","K05_16",2017-07-23,40,215,9,0,4.18604651162791,215
"699","T1","Kup","K06","K06_08",2017-06-13,0,350,0,0,0,350
"700","T1","Kup","K06","K06_08",2017-06-14,1,350,0,0,0,350
"701","T1","Kup","K06","K06_08",2017-06-15,2,350,0,0,0,349
"702","T1","Kup","K06","K06_08",2017-06-16,3,349,0,0,0,343
"703","T1","Kup","K06","K06_08",2017-06-17,4,343,0,0,0,229
"709","T1","Kup","K06","K06_08",2017-06-23,10,71,0,0,0,67
"710","T1","Kup","K06","K06_08",2017-06-25,12,67,0,0,0,67
"711","T1","Kup","K06","K06_08",2017-06-26,13,67,0,0,0,67
"712","T1","Kup","K06","K06_08",2017-06-27,14,67,0,0,0,61
"713","T1","Kup","K06","K06_08",2017-06-28,15,61,0,0,0,61
"714","T1","Kup","K06","K06_08",2017-06-29,16,61,0,0,0,60
"715","T1","Kup","K06","K06_08",2017-06-30,17,60,0,0,0,59
"716","T1","Kup","K06","K06_08",2017-07-01,18,59,0,0,0,51
"717","T1","Kup","K06","K06_08",2017-07-02,19,51,0,0,0,51
"718","T1","Kup","K06","K06_08",2017-07-03,20,51,0,0,0,49
"719","T1","Kup","K06","K06_08",2017-07-04,21,49,0,0,0,49
"720","T1","Kup","K06","K06_08",2017-07-05,22,49,0,0,0,48
"721","T1","Kup","K06","K06_08",2017-07-06,23,48,0,0,0,48
"722","T1","Kup","K06","K06_08",2017-07-07,24,48,21,21,43.75,48
"723","T1","Kup","K06","K06_08",2017-07-08,25,48,18,18,37.5,45
"724","T1","Kup","K06","K06_08",2017-07-09,26,45,17,17,37.7777777777778,43
"725","T1","Kup","K06","K06_08",2017-07-10,27,43,15,15,34.8837209302326,39
"726","T1","Kup","K06","K06_08",2017-07-11,28,39,16,16,41.025641025641,39
"727","T1","Kup","K06","K06_08",2017-07-12,29,39,0,0,0,39
"728","T1","Kup","K06","K06_08",2017-07-13,30,39,0,0,0,38
"729","T1","Kup","K06","K06_08",2017-07-14,31,38,18,0,47.3684210526316,38
"730","T1","Kup","K06","K06_08",2017-07-15,32,38,0,0,0,38
"731","T1","Kup","K06","K06_08",2017-07-16,33,38,0,0,0,37
"732","T1","Kup","K06","K06_08",2017-07-17,34,37,0,0,0,36
"733","T1","Kup","K06","K06_08",2017-07-18,35,36,0,0,0,36
"734","T1","Kup","K06","K06_08",2017-07-19,36,36,0,0,0,36
"735","T1","Kup","K06","K06_08",2017-07-20,37,36,0,0,0,35
"736","T1","Kup","K06","K06_08",2017-07-21,38,35,0,0,0,35
"737","T1","Kup","K06","K06_08",2017-07-22,39,35,0,0,0,35
"738","T1","Kup","K06","K06_08",2017-07-23,40,35,0,0,0,34
"752","T2","Kup","K06","K06_12",2017-06-13,0,350,0,0,0,350
"753","T2","Kup","K06","K06_12",2017-06-14,1,350,0,0,0,349
"754","T2","Kup","K06","K06_12",2017-06-15,2,349,0,0,0,314
"755","T2","Kup","K06","K06_12",2017-06-16,3,314,0,0,0,159
"756","T2","Kup","K06","K06_12",2017-06-17,4,159,0,0,0,139
"762","T2","Kup","K06","K06_12",2017-06-23,10,111,0,0,0,108
"763","T2","Kup","K06","K06_12",2017-06-25,12,108,0,0,0,84
"764","T2","Kup","K06","K06_12",2017-06-26,13,84,3,3,3.57142857142857,79
"765","T2","Kup","K06","K06_12",2017-06-27,14,79,29,29,36.7088607594937,62
"766","T2","Kup","K06","K06_12",2017-06-28,15,62,25,22,40.3225806451613,62
"767","T2","Kup","K06","K06_12",2017-06-29,16,62,26,0,41.9354838709677,61
"768","T2","Kup","K06","K06_12",2017-06-30,17,61,21,4,34.4262295081967,55
"769","T2","Kup","K06","K06_12",2017-07-01,18,55,18,11,32.7272727272727,55
"770","T2","Kup","K06","K06_12",2017-07-02,19,55,48,0,87.2727272727273,55
"771","T2","Kup","K06","K06_12",2017-07-03,20,55,43,0,78.1818181818182,50
"772","T2","Kup","K06","K06_12",2017-07-04,21,50,43,0,86,50
"773","T2","Kup","K06","K06_12",2017-07-05,22,50,0,0,0,50
"774","T2","Kup","K06","K06_12",2017-07-06,23,50,0,0,0,50
"775","T2","Kup","K06","K06_12",2017-07-07,24,50,0,0,0,50
"776","T2","Kup","K06","K06_12",2017-07-08,25,50,0,0,0,50
"777","T2","Kup","K06","K06_12",2017-07-09,26,50,11,11,22,50
"778","T2","Kup","K06","K06_12",2017-07-10,27,50,43,0,86,50
"779","T2","Kup","K06","K06_12",2017-07-11,28,50,11,0,22,50
"780","T2","Kup","K06","K06_12",2017-07-12,29,50,43,0,86,50
"781","T2","Kup","K06","K06_12",2017-07-13,30,50,43,0,86,50
"782","T2","Kup","K06","K06_12",2017-07-14,31,50,0,0,0,49
"783","T2","Kup","K06","K06_12",2017-07-15,32,49,0,0,0,49
"784","T2","Kup","K06","K06_12",2017-07-16,33,49,0,0,0,49
"785","T2","Kup","K06","K06_12",2017-07-17,34,49,0,0,0,48
"786","T2","Kup","K06","K06_12",2017-07-18,35,48,0,0,0,46
"787","T2","Kup","K06","K06_12",2017-07-19,36,46,0,0,0,46
"788","T2","Kup","K06","K06_12",2017-07-20,37,46,0,0,0,45
"789","T2","Kup","K06","K06_12",2017-07-21,38,45,0,0,0,44
"790","T2","Kup","K06","K06_12",2017-07-22,39,44,0,0,0,44
"791","T2","Kup","K06","K06_12",2017-07-23,40,44,2,0,4.54545454545455,44
"798","T3","Kup","K06","K06_16",2017-06-13,0,350,0,0,0,350
"799","T3","Kup","K06","K06_16",2017-06-14,1,350,0,0,0,347
"800","T3","Kup","K06","K06_16",2017-06-15,2,347,0,0,0,157
"801","T3","Kup","K06","K06_16",2017-06-16,3,157,0,0,0,107
"802","T3","Kup","K06","K06_16",2017-06-17,4,107,0,0,0,73
"808","T3","Kup","K06","K06_16",2017-06-23,10,38,1,1,2.63157894736842,36
"809","T3","Kup","K06","K06_16",2017-06-25,12,36,1,1,2.77777777777778,29
"810","T1","Kup","K07","K07_08",2017-06-13,0,350,0,0,0,350
"811","T1","Kup","K07","K07_08",2017-06-14,1,350,0,0,0,350
"812","T1","Kup","K07","K07_08",2017-06-15,2,350,0,0,0,350
"813","T1","Kup","K07","K07_08",2017-06-16,3,350,0,0,0,350
"814","T1","Kup","K07","K07_08",2017-06-17,4,350,0,0,0,349
"820","T1","Kup","K07","K07_08",2017-06-23,10,345,0,0,0,345
"821","T1","Kup","K07","K07_08",2017-06-25,12,345,0,0,0,343
"822","T1","Kup","K07","K07_08",2017-06-26,13,343,0,0,0,341
"823","T1","Kup","K07","K07_08",2017-06-27,14,341,0,0,0,341
"824","T1","Kup","K07","K07_08",2017-06-28,15,341,0,0,0,341
"825","T1","Kup","K07","K07_08",2017-06-29,16,341,0,0,0,340
"826","T1","Kup","K07","K07_08",2017-06-30,17,340,0,0,0,339
"827","T1","Kup","K07","K07_08",2017-07-01,18,339,0,0,0,339
"828","T1","Kup","K07","K07_08",2017-07-02,19,339,0,0,0,336
"829","T1","Kup","K07","K07_08",2017-07-03,20,336,0,0,0,333
"830","T1","Kup","K07","K07_08",2017-07-04,21,333,0,0,0,330
"831","T1","Kup","K07","K07_08",2017-07-05,22,330,20,20,6.06060606060606,329
"832","T1","Kup","K07","K07_08",2017-07-06,23,329,40,40,12.1580547112462,325
"833","T1","Kup","K07","K07_08",2017-07-07,24,325,190,190,58.4615384615385,322
"834","T1","Kup","K07","K07_08",2017-07-08,25,322,173,173,53.7267080745342,317
"835","T1","Kup","K07","K07_08",2017-07-09,26,317,197,196,62.1451104100946,315
"838","T1","Kup","K07","K07_08",2017-07-12,29,311,0,0,0,311
"839","T1","Kup","K07","K07_08",2017-07-13,30,311,0,0,0,300
"840","T1","Kup","K07","K07_08",2017-07-14,31,300,260,0,86.6666666666667,299
"841","T1","Kup","K07","K07_08",2017-07-15,32,299,0,0,0,297
"842","T1","Kup","K07","K07_08",2017-07-16,33,297,0,0,0,296
"843","T1","Kup","K07","K07_08",2017-07-17,34,296,0,0,0,292
"844","T1","Kup","K07","K07_08",2017-07-18,35,292,0,0,0,281
"845","T1","Kup","K07","K07_08",2017-07-19,36,281,0,0,0,279
"846","T1","Kup","K07","K07_08",2017-07-20,37,279,0,0,0,278
"847","T1","Kup","K07","K07_08",2017-07-21,38,278,0,0,0,277
"848","T1","Kup","K07","K07_08",2017-07-22,39,277,0,0,0,273
"849","T1","Kup","K07","K07_08",2017-07-23,40,273,0,0,0,247
"863","T2","Kup","K07","K07_12",2017-06-13,0,350,0,0,0,350
"864","T2","Kup","K07","K07_12",2017-06-14,1,350,0,0,0,349
"865","T2","Kup","K07","K07_12",2017-06-15,2,349,0,0,0,348
"866","T2","Kup","K07","K07_12",2017-06-16,3,348,0,0,0,347
"867","T2","Kup","K07","K07_12",2017-06-17,4,347,0,0,0,346
"873","T2","Kup","K07","K07_12",2017-06-23,10,340,0,0,0,340
"874","T2","Kup","K07","K07_12",2017-06-25,12,340,0,0,0,336
"875","T2","Kup","K07","K07_12",2017-06-26,13,336,31,31,9.22619047619048,309
"876","T2","Kup","K07","K07_12",2017-06-27,14,309,77,76,24.9190938511327,307
"877","T2","Kup","K07","K07_12",2017-06-28,15,307,219,57,71.3355048859935,291
"878","T2","Kup","K07","K07_12",2017-06-29,16,291,212,0,72.8522336769759,278
"879","T2","Kup","K07","K07_12",2017-06-30,17,278,198,3,71.2230215827338,278
"880","T2","Kup","K07","K07_12",2017-07-01,18,278,176,68,63.3093525179856,277
"881","T2","Kup","K07","K07_12",2017-07-02,19,277,257,0,92.7797833935018,277
"882","T2","Kup","K07","K07_12",2017-07-03,20,277,245,0,88.4476534296029,265
"883","T2","Kup","K07","K07_12",2017-07-04,21,265,244,0,92.0754716981132,264
"884","T2","Kup","K07","K07_12",2017-07-05,22,264,0,0,0,261
"885","T2","Kup","K07","K07_12",2017-07-06,23,261,0,0,0,261
"886","T2","Kup","K07","K07_12",2017-07-07,24,261,0,0,0,258
"887","T2","Kup","K07","K07_12",2017-07-08,25,258,0,0,0,238
"888","T2","Kup","K07","K07_12",2017-07-09,26,238,0,0,0,233
"889","T2","Kup","K07","K07_12",2017-07-10,27,233,211,0,90.5579399141631,231
"890","T2","Kup","K07","K07_12",2017-07-11,28,231,148,0,64.0692640692641,224
"891","T2","Kup","K07","K07_12",2017-07-12,29,224,196,0,87.5,216
"892","T2","Kup","K07","K07_12",2017-07-13,30,216,193,0,89.3518518518518,213
"893","T2","Kup","K07","K07_12",2017-07-14,31,213,0,0,0,213
"894","T2","Kup","K07","K07_12",2017-07-15,32,213,0,0,0,213
"895","T2","Kup","K07","K07_12",2017-07-16,33,213,0,0,0,213
"896","T2","Kup","K07","K07_12",2017-07-17,34,213,0,0,0,213
"897","T2","Kup","K07","K07_12",2017-07-18,35,213,0,0,0,208
"898","T2","Kup","K07","K07_12",2017-07-19,36,208,0,0,0,208
"899","T2","Kup","K07","K07_12",2017-07-20,37,208,0,0,0,208
"900","T2","Kup","K07","K07_12",2017-07-21,38,208,0,0,0,206
"901","T2","Kup","K07","K07_12",2017-07-22,39,206,0,0,0,201
"902","T2","Kup","K07","K07_12",2017-07-23,40,201,0,0,0,194
"916","T3","Kup","K07","K07_16",2017-06-13,0,350,0,0,0,350
"917","T3","Kup","K07","K07_16",2017-06-14,1,350,0,0,0,346
"918","T3","Kup","K07","K07_16",2017-06-15,2,346,0,0,0,342
"919","T3","Kup","K07","K07_16",2017-06-16,3,342,0,0,0,340
"920","T3","Kup","K07","K07_16",2017-06-17,4,340,0,0,0,334
"926","T3","Kup","K07","K07_16",2017-06-23,10,297,134,134,45.1178451178451,284
"927","T3","Kup","K07","K07_16",2017-06-25,12,284,220,77,77.4647887323944,261
"928","T3","Kup","K07","K07_16",2017-06-26,13,261,208,0,79.6934865900383,259
"929","T3","Kup","K07","K07_16",2017-06-27,14,259,233,0,89.96138996139,258
"930","T3","Kup","K07","K07_16",2017-06-28,15,258,228,0,88.3720930232558,258
"931","T3","Kup","K07","K07_16",2017-06-29,16,258,232,0,89.922480620155,250
"932","T3","Kup","K07","K07_16",2017-06-30,17,250,212,0,84.8,243
"933","T3","Kup","K07","K07_16",2017-07-01,18,243,211,0,86.8312757201646,232
"934","T3","Kup","K07","K07_16",2017-07-02,19,232,209,0,90.0862068965517,215
"935","T3","Kup","K07","K07_16",2017-07-03,20,215,176,0,81.8604651162791,182
"936","T3","Kup","K07","K07_16",2017-07-04,21,182,174,0,95.6043956043956,180
"937","T3","Kup","K07","K07_16",2017-07-05,22,180,0,0,0,178
"938","T3","Kup","K07","K07_16",2017-07-06,23,178,0,0,0,158
"939","T3","Kup","K07","K07_16",2017-07-07,24,158,0,0,0,142
"940","T3","Kup","K07","K07_16",2017-07-08,25,142,0,0,0,117
"941","T3","Kup","K07","K07_16",2017-07-09,26,117,0,0,0,99
"943","T3","Kup","K07","K07_16",2017-07-11,28,94,68,0,72.3404255319149,90
"944","T3","Kup","K07","K07_16",2017-07-12,29,90,73,0,81.1111111111111,84
"945","T3","Kup","K07","K07_16",2017-07-13,30,84,67,0,79.7619047619048,78
"946","T3","Kup","K07","K07_16",2017-07-14,31,78,55,0,70.5128205128205,66
"947","T3","Kup","K07","K07_16",2017-07-15,32,66,0,0,0,60
"948","T3","Kup","K07","K07_16",2017-07-16,33,60,0,0,0,55
"949","T3","Kup","K07","K07_16",2017-07-17,34,55,0,0,0,46
"950","T3","Kup","K07","K07_16",2017-07-18,35,46,0,0,0,44
"951","T3","Kup","K07","K07_16",2017-07-19,36,44,0,0,0,43
"952","T3","Kup","K07","K07_16",2017-07-20,37,43,0,0,0,40
"953","T3","Kup","K07","K07_16",2017-07-21,38,40,0,0,0,39
"954","T3","Kup","K07","K07_16",2017-07-22,39,39,0,0,0,38
"955","T3","Kup","K07","K07_16",2017-07-23,40,38,2,0,5.26315789473684,37
"969","T1","Kup","K08","K08_08",2017-06-13,0,350,0,0,0,350
"970","T1","Kup","K08","K08_08",2017-06-14,1,350,0,0,0,350
"971","T1","Kup","K08","K08_08",2017-06-15,2,350,0,0,0,349
"972","T1","Kup","K08","K08_08",2017-06-16,3,349,0,0,0,349
"973","T1","Kup","K08","K08_08",2017-06-17,4,349,0,0,0,349
"979","T1","Kup","K08","K08_08",2017-06-23,10,346,0,0,0,346
"980","T1","Kup","K08","K08_08",2017-06-25,12,346,0,0,0,346
"981","T1","Kup","K08","K08_08",2017-06-26,13,346,0,0,0,345
"982","T1","Kup","K08","K08_08",2017-06-27,14,345,0,0,0,344
"983","T1","Kup","K08","K08_08",2017-06-28,15,344,0,0,0,344
"984","T1","Kup","K08","K08_08",2017-06-29,16,344,0,0,0,344
"985","T1","Kup","K08","K08_08",2017-06-30,17,344,0,0,0,344
"986","T1","Kup","K08","K08_08",2017-07-01,18,344,0,0,0,344
"987","T1","Kup","K08","K08_08",2017-07-02,19,344,0,0,0,338
"988","T1","Kup","K08","K08_08",2017-07-03,20,338,0,0,0,337
"989","T1","Kup","K08","K08_08",2017-07-04,21,337,17,17,5.04451038575668,327
"990","T1","Kup","K08","K08_08",2017-07-05,22,327,19,19,5.81039755351682,322
"991","T1","Kup","K08","K08_08",2017-07-06,23,322,28,28,8.69565217391304,322
"992","T1","Kup","K08","K08_08",2017-07-07,24,322,119,119,36.9565217391304,322
"993","T1","Kup","K08","K08_08",2017-07-08,25,322,91,91,28.2608695652174,313
"994","T1","Kup","K08","K08_08",2017-07-09,26,313,84,84,26.8370607028754,311
"998","T1","Kup","K08","K08_08",2017-07-13,30,307,0,0,0,296
"999","T1","Kup","K08","K08_08",2017-07-14,31,296,258,0,87.1621621621622,295
"1000","T1","Kup","K08","K08_08",2017-07-15,32,295,0,0,0,294
"1001","T1","Kup","K08","K08_08",2017-07-16,33,294,0,0,0,294
"1002","T1","Kup","K08","K08_08",2017-07-17,34,294,0,0,0,294
"1003","T1","Kup","K08","K08_08",2017-07-18,35,294,0,0,0,288
"1004","T1","Kup","K08","K08_08",2017-07-19,36,288,0,0,0,286
"1005","T1","Kup","K08","K08_08",2017-07-20,37,286,0,0,0,286
"1006","T1","Kup","K08","K08_08",2017-07-21,38,286,0,0,0,286
"1007","T1","Kup","K08","K08_08",2017-07-22,39,286,0,0,0,280
"1008","T1","Kup","K08","K08_08",2017-07-23,40,280,0,0,0,268
"1022","T2","Kup","K08","K08_12",2017-06-13,0,350,0,0,0,350
"1023","T2","Kup","K08","K08_12",2017-06-14,1,350,0,0,0,349
"1024","T2","Kup","K08","K08_12",2017-06-15,2,349,0,0,0,349
"1025","T2","Kup","K08","K08_12",2017-06-16,3,349,0,0,0,346
"1026","T2","Kup","K08","K08_12",2017-06-17,4,346,0,0,0,344
"1032","T2","Kup","K08","K08_12",2017-06-23,10,340,0,0,0,340
"1033","T2","Kup","K08","K08_12",2017-06-25,12,340,0,0,0,332
"1034","T2","Kup","K08","K08_12",2017-06-26,13,332,19,19,5.72289156626506,311
"1035","T2","Kup","K08","K08_12",2017-06-27,14,311,216,214,69.4533762057878,310
"1036","T2","Kup","K08","K08_12",2017-06-28,15,310,205,33,66.1290322580645,300
"1037","T2","Kup","K08","K08_12",2017-06-29,16,300,244,0,81.3333333333333,300
"1038","T2","Kup","K08","K08_12",2017-06-30,17,300,251,9,83.6666666666667,300
"1039","T2","Kup","K08","K08_12",2017-07-01,18,300,242,0,80.6666666666667,300
"1040","T2","Kup","K08","K08_12",2017-07-02,19,300,285,0,95,300
"1041","T2","Kup","K08","K08_12",2017-07-03,20,300,272,0,90.6666666666667,287
"1042","T2","Kup","K08","K08_12",2017-07-04,21,287,271,0,94.4250871080139,286
"1043","T2","Kup","K08","K08_12",2017-07-05,22,286,0,0,0,285
"1044","T2","Kup","K08","K08_12",2017-07-06,23,285,0,0,0,283
"1045","T2","Kup","K08","K08_12",2017-07-07,24,283,0,0,0,281
"1046","T2","Kup","K08","K08_12",2017-07-08,25,281,0,0,0,262
"1047","T2","Kup","K08","K08_12",2017-07-09,26,262,0,0,0,261
"1048","T2","Kup","K08","K08_12",2017-07-10,27,261,243,0,93.1034482758621,258
"1049","T2","Kup","K08","K08_12",2017-07-11,28,258,203,0,78.6821705426357,249
"1050","T2","Kup","K08","K08_12",2017-07-12,29,249,229,0,91.9678714859438,244
"1051","T2","Kup","K08","K08_12",2017-07-13,30,244,218,0,89.344262295082,233
"1052","T2","Kup","K08","K08_12",2017-07-14,31,233,0,0,0,233
"1053","T2","Kup","K08","K08_12",2017-07-15,32,233,0,0,0,233
"1054","T2","Kup","K08","K08_12",2017-07-16,33,233,0,0,0,233
"1055","T2","Kup","K08","K08_12",2017-07-17,34,233,0,0,0,232
"1056","T2","Kup","K08","K08_12",2017-07-18,35,232,0,0,0,227
"1057","T2","Kup","K08","K08_12",2017-07-19,36,227,0,0,0,226
"1058","T2","Kup","K08","K08_12",2017-07-20,37,226,0,0,0,225
"1059","T2","Kup","K08","K08_12",2017-07-21,38,225,0,0,0,221
"1060","T2","Kup","K08","K08_12",2017-07-22,39,221,0,0,0,218
"1061","T2","Kup","K08","K08_12",2017-07-23,40,218,0,0,0,210
"1075","T3","Kup","K08","K08_16",2017-06-13,0,350,0,0,0,350
"1076","T3","Kup","K08","K08_16",2017-06-14,1,350,0,0,0,348
"1077","T3","Kup","K08","K08_16",2017-06-15,2,348,0,0,0,342
"1078","T3","Kup","K08","K08_16",2017-06-16,3,342,0,0,0,334
"1079","T3","Kup","K08","K08_16",2017-06-17,4,334,0,0,0,330
"1085","T3","Kup","K08","K08_16",2017-06-23,10,286,127,127,44.4055944055944,275
"1086","T3","Kup","K08","K08_16",2017-06-25,12,275,109,28,39.6363636363636,123
"1087","T3","Kup","K08","K08_16",2017-06-26,13,123,103,0,83.739837398374,121
"1088","T3","Kup","K08","K08_16",2017-06-27,14,121,92,2,76.0330578512397,120
"1089","T3","Kup","K08","K08_16",2017-06-28,15,120,100,0,83.3333333333333,120
"1090","T3","Kup","K08","K08_16",2017-06-29,16,120,103,0,85.8333333333333,120
"1091","T3","Kup","K08","K08_16",2017-06-30,17,120,93,0,77.5,118
"1092","T3","Kup","K08","K08_16",2017-07-01,18,118,73,0,61.864406779661,102
