length,yolk_vol,animal,dam,sire,treatment,population,z_length,z_yolk_vol
11.918,0.719405347,T2_K023_5,K023,k024,T2,Kup,-0.184684685,-0.574738078
11.78,1.486237597,T2_K023_6,K023,k024,T2,Kup,-0.391891892,0.403364282
11.219,0.939637623,T2_K023_7,K023,k024,T2,Kup,-1.234234234,-0.293829563
11.759,1.062198195,T2_K023_8,K023,k024,T2,Kup,-0.423423423,-0.137502302
11.919,0.929554847,T2_K023_9,K023,k024,T2,Kup,-0.183183183,-0.306690246
12.467,1.513917468,T2_Oks3-001_1,Oks3-001,oks3-008,T2,Sag,0.63963964,0.43867024
12.96,1.012592642,T2_Oks3-001_10,Oks3-001,oks3-008,T2,Sag,1.37987988,-0.200774691
12.311,1.510172902,T2_Oks3-001_2,Oks3-001,oks3-008,T2,Sag,0.405405405,0.433894008
12.221,2.03858568,T2_Oks3-001_3,Oks3-001,oks3-008,T2,Sag,0.27027027,1.107889898
12.622,1.493337423,T2_Oks3-001_4,Oks3-001,oks3-008,T2,Sag,0.872372372,0.412420182
12.271,0.928575517,T2_Oks3-001_5,Oks3-001,oks3-008,T2,Sag,0.345345345,-0.307939392
12.07,1.887586125,T2_Oks3-001_6,Oks3-001,oks3-008,T2,Sag,0.043543544,0.915288425
12.697,0.733271134,T2_Oks3-001_7,Oks3-001,oks3-008,T2,Sag,0.984984985,-0.557052125
11.788,1.856342066,T2_Oks3-001_8,Oks3-001,oks3-008,T2,Sag,-0.37987988,0.875436309
12.322,0.987539094,T2_Oks3-001_9,Oks3-001,oks3-008,T2,Sag,0.421921922,-0.232730747
10.526,0,T2_Oks3-007_1,Oks3-007,oks3-008,T2,Sag,-2.274774775,-1.492346939
9.812,0,T2_Oks3-007_10,Oks3-007,oks3-008,T2,Sag,-3.346846847,-1.492346939
11.053,0,T2_Oks3-007_2,Oks3-007,oks3-008,T2,Sag,-1.483483483,-1.492346939
10.38,0,T2_Oks3-007_3,Oks3-007,oks3-008,T2,Sag,-2.493993994,-1.492346939
10.782,0,T2_Oks3-007_4,Oks3-007,oks3-008,T2,Sag,-1.89039039,-1.492346939
9.809,0,T2_Oks3-007_5,Oks3-007,oks3-008,T2,Sag,-3.351351351,-1.492346939
10.167,0,T2_Oks3-007_6,Oks3-007,oks3-008,T2,Sag,-2.813813814,-1.492346939
8.213,0,T2_Oks3-007_7,Oks3-007,oks3-008,T2,Sag,-5.747747748,-1.492346939
10.469,0,T2_Oks3-007_8,Oks3-007,oks3-008,T2,Sag,-2.36036036,-1.492346939
10.088,0,T2_Oks3-007_9,Oks3-007,oks3-008,T2,Sag,-2.932432432,-1.492346939
10.349,0,T2_Oks3-013_1,Oks3-013,oks3-014,T2,Sag,-2.540540541,-1.492346939
12.023,0.984086038,T2_Oks3-016_1,Oks3-016,oks3-014,T2,Sag,-0.027027027,-0.237135156
12.057,0.718682754,T2_Oks3-016_10,Oks3-016,oks3-014,T2,Sag,0.024024024,-0.575659753
11.284,1.354692916,T2_Oks3-016_2,Oks3-016,oks3-014,T2,Sag,-1.136636637,0.235577699
12.269,0.974249092,T2_Oks3-016_3,Oks3-016,oks3-014,T2,Sag,0.342342342,-0.249682281
11.731,0.901670347,T2_Oks3-016_4,Oks3-016,oks3-014,T2,Sag,-0.465465465,-0.34225721
11.934,1.331170094,T2_Oks3-016_5,Oks3-016,oks3-014,T2,Sag,-0.160660661,0.205574099
11.914,0.960631042,T2_Oks3-016_6,Oks3-016,oks3-014,T2,Sag,-0.190690691,-0.267052242
12.257,0.87996999,T2_Oks3-016_7,Oks3-016,oks3-014,T2,Sag,0.324324324,-0.369936237
12.048,1.113162695,T2_Oks3-016_8,Oks3-016,oks3-014,T2,Sag,0.010510511,-0.072496562
11.967,0.647775149,T2_Oks3-016_9,Oks3-016,oks3-014,T2,Sag,-0.111111111,-0.666103126
12.627,0,T3_K002_1,K002,k003,T3,Kup,0.87987988,-1.492346939
11.62,0,T3_K002_2,K002,k003,T3,Kup,-0.632132132,-1.492346939
12.799,0,T3_K002_3,K002,k003,T3,Kup,1.138138138,-1.492346939
12.103,0,T3_K002_4,K002,k003,T3,Kup,0.093093093,-1.492346939
11.947,0,T3_K002_5,K002,k003,T3,Kup,-0.141141141,-1.492346939
12.569,0,T3_K004_1,K004,k006,T3,Kup,0.792792793,-1.492346939
13.35,0,T3_K005_1,K005,k006,T3,Kup,1.965465465,-1.492346939
12.927,0,T3_K005_10,K005,k006,T3,Kup,1.33033033,-1.492346939
12.687,0,T3_K005_2,K005,k006,T3,Kup,0.96996997,-1.492346939
12.49,0,T3_K005_3,K005,k006,T3,Kup,0.674174174,-1.492346939
13.366,0,T3_K005_4,K005,k006,T3,Kup,1.989489489,-1.492346939
12.387,0,T3_K005_5,K005,k006,T3,Kup,0.51951952,-1.492346939
13.209,0,T3_K005_6,K005,k006,T3,Kup,1.753753754,-1.492346939
12.664,0,T3_K005_7,K005,k006,T3,Kup,0.935435435,-1.492346939
12.017,0,T3_K005_8,K005,k006,T3,Kup,-0.036036036,-1.492346939
12.477,0,T3_K005_9,K005,k006,T3,Kup,0.654654655,-1.492346939
12.319,0,T3_K007_1,K007,k009,T3,Kup,0.417417417,-1.492346939
12.162,0,T3_K007_10,K007,k009,T3,Kup,0.181681682,-1.492346939
12.073,0,T3_K007_2,K007,k009,T3,Kup,0.048048048,-1.492346939
12.326,0,T3_K007_3,K007,k009,T3,Kup,0.427927928,-1.492346939
12.213,0,T3_K007_4,K007,k009,T3,Kup,0.258258258,-1.492346939
12.507,0,T3_K007_5,K007,k009,T3,Kup,0.6996997,-1.492346939
12.283,0,T3_K007_6,K007,k009,T3,Kup,0.363363363,-1.492346939
11.844,0,T3_K007_7,K007,k009,T3,Kup,-0.295795796,-1.492346939
12.134,0,T3_K007_8,K007,k009,T3,Kup,0.13963964,-1.492346939
12.358,0,T3_K007_9,K007,k009,T3,Kup,0.475975976,-1.492346939
13.289,0,T3_K010_1,K010,k012,T3,Kup,1.873873874,-1.492346939
12.575,0,T3_K010_10,K010,k012,T3,Kup,0.801801802,-1.492346939
12.907,0,T3_K010_2,K010,k012,T3,Kup,1.3003003,-1.492346939
13.286,0,T3_K010_3,K010,k012,T3,Kup,1.869369369,-1.492346939
13.297,0,T3_K010_4,K010,k012,T3,Kup,1.885885886,-1.492346939
12.633,0,T3_K010_5,K010,k012,T3,Kup,0.888888889,-1.492346939
12.956,0,T3_K010_6,K010,k012,T3,Kup,1.373873874,-1.492346939
12.568,0,T3_K010_7,K010,k012,T3,Kup,0.791291291,-1.492346939
13.055,0,T3_K010_8,K010,k012,T3,Kup,1.522522523,-1.492346939
12.875,0,T3_K010_9,K010,k012,T3,Kup,1.252252252,-1.492346939
13.397,0,T3_K011_1,K011,k012,T3,Kup,2.036036036,-1.492346939
12.643,0,T3_K011_10,K011,k012,T3,Kup,0.903903904,-1.492346939
13.309,0,T3_K011_11,K011,k012,T3,Kup,1.903903904,-1.492346939
12.937,0,T3_K011_2,K011,k012,T3,Kup,1.345345345,-1.492346939
13.346,0,T3_K011_3,K011,k012,T3,Kup,1.959459459,-1.492346939
13.622,0,T3_K011_4,K011,k012,T3,Kup,2.373873874,-1.492346939
12.776,0,T3_K011_5,K011,k012,T3,Kup,1.103603604,-1.492346939
12.833,0,T3_K011_6,K011,k012,T3,Kup,1.189189189,-1.492346939
12.885,0,T3_K011_7,K011,k012,T3,Kup,1.267267267,-1.492346939
12.774,0,T3_K011_8,K011,k012,T3,Kup,1.100600601,-1.492346939
13.294,0,T3_K011_9,K011,k012,T3,Kup,1.881381381,-1.492346939
11.951,2.228294719,T3_K023_1,K023,k024,T3,Kup,-0.135135135,1.349865713
12.375,1.188622649,T3_K023_10,K023,k024,T3,Kup,0.501501502,0.023753379
12.326,0.863382219,T3_K023_2,K023,k024,T3,Kup,0.427927928,-0.391094108
12.188,2.403881921,T3_K023_3,K023,k024,T3,Kup,0.220720721,1.573828981
12.046,1.637140799,T3_K023_4,K023,k024,T3,Kup,0.007507508,0.595842856
11.703,1.253187879,T3_K023_5,K023,k024,T3,Kup,-0.507507508,0.106106989
12.417,0.68875477,T3_K023_6,K023,k024,T3,Kup,0.564564565,-0.613833202
12.09,1.645391678,T3_K023_7,K023,k024,T3,Kup,0.073573574,0.606366936
11.112,1.056850533,T3_K023_8,K023,k024,T3,Kup,-1.394894895,-0.1443233
12.061,1.534342217,T3_K023_9,K023,k024,T3,Kup,0.03003003,0.464722216
11.518,2.137140299,T3_Oks3-001_1,Oks3-001,oks3-008,T3,Sag,-0.785285285,1.23359732
11.924,1.918482347,T3_Oks3-001_10,Oks3-001,oks3-008,T3,Sag,-0.175675676,0.954696871
12.164,2.608370586,T3_Oks3-001_2,Oks3-001,oks3-008,T3,Sag,0.184684685,1.83465636
12.223,2.010535355,T3_Oks3-001_3,Oks3-001,oks3-008,T3,Sag,0.273273273,1.072111422
11.476,3.398623281,T3_Oks3-001_4,Oks3-001,oks3-008,T3,Sag,-0.848348348,2.842631736
12.188,1.92648849,T3_Oks3-001_5,Oks3-001,oks3-008,T3,Sag,0.220720721,0.964908788
11.015,2.88711996,T3_Oks3-001_6,Oks3-001,oks3-008,T3,Sag,-1.540540541,2.190204031
11.242,2.361499569,T3_Oks3-001_7,Oks3-001,oks3-008,T3,Sag,-1.1996997,1.519769858
12.049,2.314261698,T3_Oks3-001_8,Oks3-001,oks3-008,T3,Sag,0.012012012,1.459517472
11.81,1.912447068,T3_Oks3-001_9,Oks3-001,oks3-008,T3,Sag,-0.346846847,0.946998811
9.769,2.938491003,T3_Oks3-007_1,Oks3-007,oks3-008,T3,Sag,-3.411411411,2.25572832
10.712,1.125756789,T3_Oks3-007_10,Oks3-007,oks3-008,T3,Sag,-1.995495495,-0.056432667
10.242,2.269627571,T3_Oks3-007_2,Oks3-007,oks3-008,T3,Sag,-2.701201201,1.402586188
10.345,1.755715676,T3_Oks3-007_3,Oks3-007,oks3-008,T3,Sag,-2.546546547,0.747086321
10.452,1.714036625,T3_Oks3-007_4,Oks3-007,oks3-008,T3,Sag,-2.385885886,0.693924267
10.802,1.800425424,T3_Oks3-007_5,Oks3-007,oks3-008,T3,Sag,-1.86036036,0.804114061
11.257,1.297381967,T3_Oks3-007_6,Oks3-007,oks3-008,T3,Sag,-1.177177177,0.162476999
10.318,1.229661654,T3_Oks3-007_7,Oks3-007,oks3-008,T3,Sag,-2.587087087,0.076099048
10.838,1.97724801,T3_Oks3-007_8,Oks3-007,oks3-008,T3,Sag,-1.806306306,1.029653074
11.126,1.409282887,T3_Oks3-007_9,Oks3-007,oks3-008,T3,Sag,-1.373873874,0.305207764
11.318,2.671680601,T3_Oks3-016_1,Oks3-016,oks3-014,T3,Sag,-1.085585586,1.91540893
10.983,1.211387521,T3_Oks3-016_10,Oks3-016,oks3-014,T3,Sag,-1.588588589,0.052790205
9.78,2.864168729,T3_Oks3-016_2,Oks3-016,oks3-014,T3,Sag,-3.394894895,2.160929501
10.897,2.38457741,T3_Oks3-016_3,Oks3-016,oks3-014,T3,Sag,-1.717717718,1.54920588
10.51,0.926210701,T3_Oks3-016_4,Oks3-016,oks3-014,T3,Sag,-2.298798799,-0.310955739
11.129,2.197414912,T3_Oks3-016_5,Oks3-016,oks3-014,T3,Sag,-1.369369369,1.310478204
11.266,2.064690375,T3_Oks3-016_6,Oks3-016,oks3-014,T3,Sag,-1.163663664,1.141186703
11.229,1.800798076,T3_Oks3-016_7,Oks3-016,oks3-014,T3,Sag,-1.219219219,0.804589383
11.564,1.319097444,T3_Oks3-016_8,Oks3-016,oks3-014,T3,Sag,-0.716216216,0.190175311
11.134,0.888353503,T3_Oks3-016_9,Oks3-016,oks3-014,T3,Sag,-1.361861862,-0.359242981
