"","location","alt.dpf","Treatment","family","indiv.1to15","adj_Length"
"3901","Sag",30,"T1","O4",10,"13.3947"
"3902","Sag",35,"T1","O4",1,"12.604"
"3903","Sag",35,"T1","O4",1,"14.088"
"3904","Sag",35,"T1","O4",1,"16.54464"
"3905","Sag",35,"T1","O4",1,"13.68024"
"3906","Sag",35,"T1","O4",2,"14.577"
"3907","Sag",35,"T1","O4",2,"13.687"
"3908","Sag",35,"T1","O4",2,"16.9218"
"3909","Sag",35,"T1","O4",2,"13.944"
"3910","Sag",35,"T1","O4",3,"13.43"
"3911","Sag",35,"T1","O4",3,"13.748"
"3912","Sag",35,"T1","O4",3,"16.54212"
"3913","Sag",35,"T1","O4",3,"13.46604"
"3914","Sag",35,"T1","O4",4,"13.476"
"3915","Sag",35,"T1","O4",4,"13.513"
"3916","Sag",35,"T1","O4",4,"16.08432"
"3917","Sag",35,"T1","O4",4,"13.01328"
"3918","Sag",35,"T1","O4",5,"13.033"
"3919","Sag",35,"T1","O4",5,"14.148"
"3920","Sag",35,"T1","O4",5,"16.44804"
"3921","Sag",35,"T1","O4",5,"13.57188"
"3922","Sag",35,"T1","O4",6,"13.368"
"3923","Sag",35,"T1","O4",6,"15.03852"
"3924","Sag",35,"T1","O4",6,"12.369"
"3925","Sag",35,"T1","O4",7,"14.116"
"3926","Sag",35,"T1","O4",7,"15.67692"
"3927","Sag",35,"T1","O4",7,"13.35264"
"3928","Sag",39,"T1","O4",1,"15.742"
"3929","Sag",39,"T1","O4",2,"15.732"
"3930","Sag",39,"T1","O4",3,"16.536"
"3931","Sag",39,"T1","O4",4,"15.328"
"3932","Sag",39,"T1","O4",5,"14.644"
"3961","Sag",30,"T1","O5",1,"11.71212"
"3962","Sag",30,"T1","O5",2,"11.74068"
"3963","Sag",30,"T1","O5",3,"11.5836"
"3964","Sag",30,"T1","O5",4,"11.93976"
"3965","Sag",30,"T1","O5",5,"11.84568"
"3966","Sag",39,"T1","O5",1,"15.20988"
"3967","Sag",39,"T1","O5",2,"15.4644"
"3968","Sag",39,"T1","O5",3,"14.94192"
"3969","Sag",39,"T1","O5",4,"14.8008"
"3970","Sag",39,"T1","O5",5,"15.25944"
"4025","Sag",30,"T1","O6",1,"14.801"
"4026","Sag",30,"T1","O6",2,"14.607"
"4027","Sag",30,"T1","O6",3,"13.769"
"4028","Sag",30,"T1","O6",4,"13.374"
"4029","Sag",30,"T1","O6",5,"14.022"
"4030","Sag",30,"T1","O6",6,"13.552"
"4031","Sag",30,"T1","O6",7,"13.837"
"4032","Sag",30,"T1","O6",8,"13.99"
"4033","Sag",30,"T1","O6",9,"13.784"
"4034","Sag",30,"T1","O6",10,"14.201"
"4035","Sag",35,"T1","O6",1,"13.696"
"4036","Sag",35,"T1","O6",2,"13.087"
"4037","Sag",35,"T1","O6",3,"14.292"
"4038","Sag",35,"T1","O6",4,"14.257"
"4039","Sag",35,"T1","O6",5,"14.515"
"4040","Sag",35,"T1","O6",6,"13.367"
"4041","Sag",35,"T1","O6",7,"13.857"
"4042","Sag",35,"T1","O6",8,"13.765"
"4043","Sag",35,"T1","O6",9,"13.373"
"4044","Sag",35,"T1","O6",10,"14.307"
"4045","Sag",35,"T1","O6",11,"14.061"
"4046","Sag",39,"T1","O6",1,"16.139"
"4047","Sag",39,"T1","O6",2,"15.953"
"4048","Sag",39,"T1","O6",3,"16.219"
"4049","Sag",39,"T1","O6",4,"15.528"
"4050","Sag",39,"T1","O6",5,"15.388"
"4051","Sag",39,"T1","O6",6,"15.656"
"4052","Sag",39,"T1","O6",7,"15.492"
"4053","Sag",39,"T1","O6",8,"15.073"
"4054","Sag",39,"T1","O6",9,"15.317"
"4055","Sag",39,"T1","O6",10,"15.018"
"4191","Sag",24,"T2","O1",1,"15.29808"
"4192","Sag",24,"T2","O1",2,"15.16452"
"4193","Sag",24,"T2","O1",3,"15.393"
"4194","Sag",24,"T2","O1",4,"14.40768"
"4195","Sag",24,"T2","O1",5,"14.5572"
"4196","Sag",30,"T2","O1",1,"18.591"
"4197","Sag",30,"T2","O1",2,"17.639"
"4198","Sag",30,"T2","O1",3,"17.489"
"4199","Sag",30,"T2","O1",4,"17.34"
"4200","Sag",30,"T2","O1",5,"17.036"
"4201","Sag",30,"T2","O1",6,"18.896"
"4202","Sag",30,"T2","O1",7,"16.754"
"4203","Sag",30,"T2","O1",8,"16.872"
"4204","Sag",30,"T2","O1",9,"17.153"
"4205","Sag",35,"T2","O1",1,"17.011"
"4206","Sag",35,"T2","O1",2,"16.269"
"4207","Sag",35,"T2","O1",3,"16.275"
"4208","Sag",35,"T2","O1",4,"17.266"
"4209","Sag",35,"T2","O1",5,"19.681"
"4210","Sag",39,"T2","O1",1,"23.953"
"4211","Sag",39,"T2","O1",1,"16.44804"
"4212","Sag",39,"T2","O1",2,"21.2184"
"4213","Sag",39,"T2","O1",3,"22.57164"
"4214","Sag",39,"T2","O1",4,"18.50772"
"4215","Sag",39,"T2","O1",5,"17.28384"
"4271","Sag",24,"T2","O2",1,"15.036"
"4272","Sag",24,"T2","O2",2,"14.67648"
"4273","Sag",24,"T2","O2",3,"12.6168"
"4274","Sag",24,"T2","O2",4,"15.40728"
"4275","Sag",24,"T2","O2",5,"14.81088"
"4276","Sag",30,"T2","O2",1,"17.59"
"4277","Sag",30,"T2","O2",2,"17.759"
"4278","Sag",30,"T2","O2",3,"16.481"
"4279","Sag",30,"T2","O2",4,"15.868"
"4280","Sag",30,"T2","O2",5,"16.755"
"4281","Sag",30,"T2","O2",6,"18.198"
"4282","Sag",30,"T2","O2",7,"16.303"
"4283","Sag",30,"T2","O2",8,"14.898"
"4284","Sag",30,"T2","O2",9,"17.652"
"4285","Sag",30,"T2","O2",10,"16.972"
"4286","Sag",35,"T2","O2",1,"16.177"
"4287","Sag",35,"T2","O2",2,"20.865"
"4288","Sag",35,"T2","O2",3,"17.346"
"4289","Sag",35,"T2","O2",4,"21.766"
"4290","Sag",35,"T2","O2",5,"20.369"
"4291","Sag",39,"T2","O2",1,"21.91812"
"4292","Sag",39,"T2","O2",2,"22.64556"
"4293","Sag",39,"T2","O2",3,"21.7182"
"4294","Sag",39,"T2","O2",4,"22.42128"
"4295","Sag",39,"T2","O2",5,"20.70936"
"4329","Sag",24,"T2","O4",1,"15.0024"
"4330","Sag",24,"T2","O4",2,"15.1284"
"4331","Sag",24,"T2","O4",3,"13.1544"
"4332","Sag",24,"T2","O4",4,"15.0612"
"4333","Sag",24,"T2","O4",5,"13.1292"
"4334","Sag",30,"T2","O4",1,"19.26876"
"4335","Sag",30,"T2","O4",2,"14.1708"
"4336","Sag",30,"T2","O4",3,"18.43128"
"4337","Sag",30,"T2","O4",4,"16.03224"
"4338","Sag",30,"T2","O4",5,"16.28088"
"4339","Sag",35,"T2","O4",1,"19.349"
"4340","Sag",35,"T2","O4",2,"22.853"
"4341","Sag",35,"T2","O4",3,"20.167"
"4342","Sag",35,"T2","O4",4,"17.529"
"4343","Sag",35,"T2","O4",5,"23.136"
"4344","Sag",39,"T2","O4",1,"22.75308"
"4345","Sag",39,"T2","O4",2,"22.78164"
"4346","Sag",39,"T2","O4",3,"18.34728"
"4347","Sag",39,"T2","O4",4,"20.5842"
"4348","Sag",39,"T2","O4",5,"22.3902"
"4369","Sag",24,"T2","O5",1,"16.23888"
"4370","Sag",24,"T2","O5",2,"15.72396"
"4371","Sag",24,"T2","O5",3,"17.03016"
"4372","Sag",24,"T2","O5",4,"15.65088"
"4373","Sag",24,"T2","O5",5,"15.9222"
"4374","Sag",30,"T2","O5",1,"19.8324"
"4375","Sag",30,"T2","O5",2,"21.10164"
"4376","Sag",30,"T2","O5",3,"17.57952"
"4377","Sag",30,"T2","O5",4,"20.63544"
"4378","Sag",30,"T2","O5",5,"20.937"
"4379","Sag",30,"T2","O5",6,"19.2738"
"4380","Sag",35,"T2","O5",1,"25.198"
"4381","Sag",35,"T2","O5",1,"21.9324"
"4382","Sag",35,"T2","O5",2,"23.1588"
"4383","Sag",35,"T2","O5",3,"22.7556"
"4384","Sag",35,"T2","O5",4,"19.2024"
"4385","Sag",35,"T2","O5",5,"20.9076"
"4386","Sag",39,"T2","O5",1,"26.3088"
"4387","Sag",39,"T2","O5",2,"24.94464"
"4388","Sag",39,"T2","O5",3,"25.40328"
"4389","Sag",39,"T2","O5",4,"24.13908"
"4390","Sag",39,"T2","O5",5,"22.83456"
"4444","Sag",24,"T2","O6",1,"15.39384"
"4445","Sag",24,"T2","O6",2,"16.11708"
"4446","Sag",24,"T2","O6",3,"15.55764"
"4447","Sag",24,"T2","O6",4,"15.08892"
"4448","Sag",24,"T2","O6",5,"16.05156"
"4449","Sag",35,"T2","O6",1,"20.378"
"4450","Sag",35,"T2","O6",2,"21.444"
"4451","Sag",35,"T2","O6",3,"20.402"
"4452","Sag",35,"T2","O6",4,"18.037"
"4453","Sag",35,"T2","O6",5,"19.437"
"4454","Sag",35,"T2","O6",6,"21.421"
"4455","Sag",35,"T2","O6",7,"22.462"
"4456","Sag",35,"T2","O6",8,"22.379"
"4457","Sag",35,"T2","O6",9,"16.905"
"4458","Sag",35,"T2","O6",10,"22.572"
"4459","Sag",39,"T2","O6",1,"25.622"
"4460","Sag",39,"T2","O6",2,"23.948"
"4461","Sag",39,"T2","O6",3,"25.974"
"4462","Sag",39,"T2","O6",4,"24.662"
"4463","Sag",39,"T2","O6",5,"23.645"
"4550","Sag",24,"T3","O1",1,"16.19016"
"4551","Sag",24,"T3","O1",2,"14.82768"
"4552","Sag",24,"T3","O1",3,"18.62028"
"4553","Sag",24,"T3","O1",4,"16.17"
"4554","Sag",24,"T3","O1",5,"14.88144"
"4555","Sag",30,"T3","O1",1,"17.87184"
"4556","Sag",30,"T3","O1",2,"18.0096"
"4557","Sag",30,"T3","O1",3,"18.03984"
"4558","Sag",30,"T3","O1",4,"19.53336"
"4559","Sag",30,"T3","O1",5,"19.18392"
"4560","Sag",35,"T3","O1",1,"18.25236"
"4561","Sag",35,"T3","O1",2,"21.73668"
"4562","Sag",35,"T3","O1",3,"18.72276"
"4563","Sag",35,"T3","O1",4,"24.8472"
"4564","Sag",35,"T3","O1",5,"23.56032"
"4565","Sag",39,"T3","O1",1,"26.89596"
"4566","Sag",39,"T3","O1",2,"23.71236"
"4618","Sag",24,"T3","O2",1,"14.48412"
"4619","Sag",24,"T3","O2",2,"13.64244"
"4620","Sag",24,"T3","O2",3,"14.12544"
"4621","Sag",24,"T3","O2",4,"14.97552"
"4622","Sag",24,"T3","O2",5,"12.41184"
"4623","Sag",24,"T3","O2",6,"13.58196"
"4624","Sag",24,"T3","O2",7,"12.49332"
"4625","Sag",30,"T3","O2",1,"16.73364"
"4626","Sag",30,"T3","O2",2,"17.04696"
"4627","Sag",30,"T3","O2",3,"14.28504"
"4628","Sag",30,"T3","O2",4,"17.66772"
"4629","Sag",30,"T3","O2",5,"19.30068"
"4630","Sag",35,"T3","O2",1,"15.99"
"4631","Sag",35,"T3","O2",2,"17.179"
"4632","Sag",35,"T3","O2",3,"22.772"
"4633","Sag",35,"T3","O2",4,"20.062"
"4634","Sag",35,"T3","O2",5,"19.965"
"4635","Sag",35,"T3","O2",6,"14.992"
"4667","Sag",24,"T3","O6",1,"15.3216"
"4668","Sag",24,"T3","O6",2,"17.37456"
"4669","Sag",24,"T3","O6",3,"16.84284"
"4670","Sag",24,"T3","O6",4,"16.99992"
"4671","Sag",24,"T3","O6",5,"16.13808"
"4672","Sag",30,"T3","O6",1,"14.49504"
"4673","Sag",30,"T3","O6",2,"16.97388"
"4674","Sag",30,"T3","O6",3,"20.5548"
"4675","Sag",30,"T3","O6",4,"20.11716"
"4676","Sag",30,"T3","O6",5,"19.59552"
"4677","Sag",35,"T3","O6",1,"22.195"
"4678","Sag",35,"T3","O6",1,"19.36032"
"4679","Sag",35,"T3","O6",2,"20.3616"
"4680","Sag",35,"T3","O6",3,"23.4486"
"4681","Sag",35,"T3","O6",4,"19.45944"
"4682","Sag",35,"T3","O6",5,"20.45904"
"4683","Sag",35,"T3","O6",6,"23.82072"
"4684","Sag",39,"T3","O6",1,"21.75516"
"4685","Sag",39,"T3","O6",2,"22.50192"
"4686","Sag",39,"T3","O6",3,"26.44824"
"4687","Sag",39,"T3","O6",4,"25.63008"
"4688","Sag",39,"T3","O6",5,"26.17356"
